57.15736	-2.094278
57.144555	-2.106472
54.353728	-6.654558
52.50385	-3.034178
55.79216	-3.2429
55.79216	-3.2429
54.861595	-6.250873
57.076625	-2.534892
53.56292	-1.510436
51.074793	-4.041924
51.391127	-2.354155
52.721994	-1.232292
54.59965	-5.928833
54.60537	-1.275039
52.437165	-1.829999
52.511722	-1.830583
52.512194	-1.830861
53.715504	-2.483815
53.80489	-3.007175
53.256366	-1.297075
52.93028	-0.814722
50.73957	-1.826744
50.840836	-0.147572
51.462839	-2.584482
55.862281	-3.205782
52.20237	0.124456
51.54421	-0.175269
51.27399	1.098061
51.48178	-3.17625
51.512406	-3.169336
51.488197	-3.228471
51.508779	-3.122754
54.894834	-2.945307
51.48196	0.370213
51.05625	-2.68345
51.374264	0.54797
51.638094	-2.678731
53.230583	-1.433611
53.231722	-1.456944
54.403489	-3.161372
52.394399	-1.519612
51.6538	-3.006953
52.352436	-3.805317
51.423874	0.288708
55.001225	-7.329115
54.992336	-7.332127
51.307938	0.58265
55.943197	-4.55973
55.070033	-3.614233
50.805778	0.271611
55.945589	-3.182186
55.31531	-3.206111
50.725083	-3.532465
56.82266	-5.101102
55.85917	-4.258889
55.865782	-4.243631
53.46008	-2.472056
56.010319	-3.704399
56.013142	-3.710833
54.684233	-2.450799
51.5993	-0.068218
51.571078	-1.325283
51.571078	-1.325283
54.013644	-2.775402
52.72715	1.614805
54.334944	-0.80855
50.792287	-3.196702
51.165865	-0.167734
50.836594	-0.182976
53.74878	-0.341222
57.481308	-4.241451
54.543763	-6.008336
56.714447	-4.96418
53.40337	-1.752006
52.28881	-1.533119
52.294884	-1.542911
53.80378	-1.546472
53.819972	-1.576361
53.766109	-1.578622
52.631348	-1.133006
52.619823	-1.127311
52.22174	-2.736665
60.13922	-1.185319
53.221373	-0.534189
53.446944	-2.9625
53.34633	-2.844333
51.46603	0.184806
51.52229	-0.125889
51.589769	-0.276223
51.495483	-0.178709
51.424689	-0.075514
51.45258	0.070766
51.584128	-0.125254
51.48879	-0.441614
51.617333	-0.298777
51.49633	-0.460861
51.52253	-0.154611
51.52253	-0.154611
51.52105	-0.213492
51.52105	-0.213492
51.42099	-0.339647
51.425286	-0.345606
51.49467	-0.131931
54.43951	-7.900328
50.7937	0.18125
55.211357	-1.53674
53.48152	-2.237881
53.369026	-2.24328
53.383879	-2.277206
52.554444	-0.772222
54.569297	-1.220874
53.162306	-3.144889
52.403575	-0.236564
55.777046	-3.97626
51.781784	-4.691462
54.97825	-1.610528
54.986405	-1.595362
51.601203	-2.977281
52.271886	-0.879898
52.614193	1.301976
52.95473	-1.146447
51.751745	-1.257463
51.744806	-1.260278
55.657472	-3.196527
50.37167	-4.142361
51.726513	-3.843442
51.720007	-3.847216
51.58395	-3.770822
51.58395	-3.770822
50.82881	-1.068583
53.76559	-2.680353
51.45309	-0.944067
54.602994	-1.098403
54.545739	-1.146517
51.45617	0.634889
53.600277	-1.43945
53.32623	-2.747128
53.48481	-2.334139
50.411463	-4.227678
52.132417	-0.300306
53.595833	-0.597236
53.58634	-0.636811
53.410345	-1.384261
53.37772	-1.473306
53.378622	-1.478096
53.41058	-1.396139
52.2944	1.463497
53.611942	-1.400842
50.90814	-1.395778
51.544206	0.678408
51.480499	-0.05955
51.77798	1.049031
51.518167	0.439548
54.516667	-1.358547
52.559854	0.506147
53.02821	-2.175133
50.916932	-0.449548
57.734456	-4.776583
54.88361	-1.406878
51.701679	-3.87401
51.645836	-3.93945
51.662122	-3.921301
51.632696	-3.947374
51.47707	0.317969
51.52253	-0.042155
52.583131	-2.042801
52.579534	-2.00856
52.605621	-2.030523
53.38928	-2.615358
52.95049	1.122017
52.2985	0.290917
53.54914	-2.638139
53.37287	-3.022722
53.04222	-3.002778
51.770328	-1.332431
50.5976	-3.71651
53.967513	-1.086514
53.951889	-1.075861
